product_title,review_headline,review_date,Sentiment
The Critique Handbook: The Art Student's Sourcebook and Survival Guide (2nd Edition),Great book,"Wednesday, May 2, 2012",Positive
The Croning,An amazing first novel by a modern horror master!,"Tuesday, May 1, 2012",Positive
The Crossing: How George Washington Saved The American Revolution,Fantastic Book,"Sunday, April 29, 2012",Positive
The Crow: Special Edition,The Crow: Special Edition,"Wednesday, May 2, 2012",Positive
The Crown in the Heather (The Bruce Trilogy) (Volume 1),The Bruce,"Monday, April 30, 2012",Positive
The Crunching Munching Caterpillar,Love this book!,"Sunday, April 29, 2012",Positive
The Crusades (A Brief Insight),No background information and hard to follow.,"Tuesday, May 1, 2012",Positive
The Crusades (Essential Histories),Looks at bigger issues,"Monday, April 30, 2012",Positive
The Crying for a Vision,Killing the White man's Lakota,"Wednesday, May 2, 2012",Positive
The Cryptos Conundrum,Highly Ambitious But Too... Intelligent  by  Design,"Monday, April 30, 2012",Positive
The Cultural Context of Aging: Worldwide Perspectives,Great compendium,"Tuesday, May 1, 2012",Positive
The Cultural Intelligence Difference: Master the One Skill You Can't Do Without in Today's Global Economy,The Cultural Intelligence Difference,"Tuesday, May 1, 2012",Positive
The Culture of Control @Crime and Social Order in Contemporary Society' (Clarendon Studies in Criminology),Intelligent,"Sunday, April 29, 2012",Positive
The Cup of the World,fantasy on the home front,"Tuesday, May 1, 2012",Positive
The Cupcake Diaries: Recipes and Memories from the Sisters of Georgetown Cupcake,Love this book! Recipes are not off if you read carefully :),"Tuesday, May 1, 2012",Positive
The Cupcake Diaries: Recipes and Memories from the Sisters of Georgetown Cupcake,"The bakery is great, recipes are a flop","Wednesday, May 2, 2012",Positive
The Cupcake Diaries: Recipes and Memories from the Sisters of Georgetown Cupcake,Very Disappointed :(,"Wednesday, May 2, 2012",Positive
The Cure for Heart Disease: Truth Will Save a Nation,AN EYE OPENER...MUST READ!,"Wednesday, May 2, 2012",Positive
The Cure of Imperfect Sight by Treatment Without Glasses,"Great, if Authentic. (Avoid book assemblers altering Dr. Bates original books, work by adding the harmful PLUS LENS Method)","Monday, April 30, 2012",Positive
The Curious Incident of the Dog in the Night-Time,"Tell, don't show - Haddon aims low and carries on too long","Monday, April 30, 2012",Positive
The Curse of Sekhem Ka,The Curse of Sekhem Ka,"Monday, April 30, 2012",Positive
"The Customer Experience Revolution: How Companies Like Apple, Amazon, and Starbucks Have Changed Business Forever",Must Read,"Tuesday, May 1, 2012",Positive
The Cut (Spero Lucas),Stylish prose,"Sunday, April 29, 2012",Positive
The Cuter Book,Felties are a book full of fun,"Wednesday, May 2, 2012",Positive
The Cypress House,Historical Supernatural Stunner-Brings the Great Depression to Vivid Recall,"Sunday, April 29, 2012",Negative
The D.I.R.T. Committee,A Must Read,"Sunday, April 29, 2012",Negative
The D.I.R.T. Committee,Breast Implants,"Sunday, April 29, 2012",Positive
The DASH Diet for Weight Loss: Lose Weight and Keep It Off--the Healthy Way--with America's Most Respected Diet,marie,"Wednesday, May 2, 2012",Positive
The DSLR Filmmaker's Handbook: Real-World Production Techniques,DSLR Filmmaker's Handbook,"Monday, April 30, 2012",Positive
The Daemonic Paradox,A delight to read,"Tuesday, May 1, 2012",Positive
The Damnation of John Donellan,The Damnation of John Donellan,"Wednesday, May 2, 2012",Positive
"The Damned (Damnation Chronicles, Book 1)",So glad we bought all three books for our library!,"Monday, April 30, 2012",Positive
The Dance: My First Love,Waiting for more ~,"Wednesday, May 2, 2012",Positive
The Danger That Is Damion (A Zodius Novel),great romantic military fantasy,"Tuesday, May 1, 2012",Positive
"The Danvers Jewels, and Sir Charles Danvers",Hardly Readable Type - Too Light,"Monday, April 30, 2012",Positive
"The Dark Defile: Britain's Catastrophic Invasion of Afghanistan, 1838-1842",Britain in Afghanistan,"Monday, April 30, 2012",Positive
The Dark Divine,Great read!,"Sunday, April 29, 2012",Positive
The Dark Eagle,An Intriguing Theory,"Wednesday, May 2, 2012",Positive
The Dark Half,Shallow King,"Wednesday, May 2, 2012",Positive
The Dark Horde,Fantastic from start to finish,"Wednesday, May 2, 2012",Positive
The Dark Monk (US Edition) (A Hangman's Daughter Tale),A Dan Brown-ish treasure hunt in 17th-century Bavaria,"Wednesday, May 2, 2012",Positive
The Dark Night of the Soul,Gives Clear Understanding,"Wednesday, May 2, 2012",Positive
The Dark Side of Charles Darwin,Dr. Bergamn has done a quality job!,"Tuesday, May 1, 2012",Positive
The Dark Side of Genius: The Life of Alfred Hitchcock,"recommend, with small reservation","Monday, April 30, 2012",Negative
The Dark Side of Heaven: Peter's Story,Every family knows good and bad.,"Sunday, April 29, 2012",Positive
The Dark Side of the Earth,Some near masterful short stories and a bunch of duds from the author of The Stars My Destination,"Monday, April 30, 2012",Positive
"The Dark Side of the Light Chasers: Reclaiming Your Power, Creativity, Brilliance, and Dreams",Dark side of Light Chasers,"Monday, April 30, 2012",Positive
The Dark and Hollow Places (Forest of Hands and Teeth),An Amazing Conclusion,"Tuesday, May 1, 2012",Positive
The Darkest Day,I previewed the manuscript of a potentially wonderful read.,"Monday, April 30, 2012",Positive
The Darkest Pleasure (Lords of the Underworld),Each has their own pain to work through.,"Wednesday, May 2, 2012",Positive
The Darkest Seduction (Lords of the Underworld),Amazing Series,"Monday, April 30, 2012",Positive
The Darkest Seduction (Lords of the Underworld),Nice ending to the series.,"Tuesday, May 1, 2012",Positive
The Darlings: A Novel,I'm disgusted Alger perpetuates a lie ...,"Tuesday, May 1, 2012",Positive
The Darwin Conspiracy,Loved it!,"Wednesday, May 2, 2012",Neutral
The Data Modeling Handbook: A Best-Practice Approach to Building Quality Data Models,I like this book - great for learning and review,"Monday, April 30, 2012",Positive
The Daughter's Walk: A Novel,Lovely,"Wednesday, May 2, 2012",Positive
The Dawkins Delusion Exposed,Should be required reading,"Sunday, April 29, 2012",Positive
"The Dawn Country (People of the Longhouse, Book 2)",excelllent conclusion to People of the Longhouse,"Wednesday, May 2, 2012",Positive
The Dawn Country: A People of the Longhouse Novel (North America's Forgotten Past),Interesting insight to Pre European America,"Sunday, April 29, 2012",Positive
The Day Satan Called: A True Encounter with Demon Possession and Exorcism,Great read,"Wednesday, May 2, 2012",Positive
The Day They Shot John Lennon - Acting Edition,Obscure One-Act Play Obtained!,"Monday, April 30, 2012",Positive
The Day of the Dreader World Book Day 2012,"Cute, funny and quick read","Monday, April 30, 2012",Positive
"The Dead-Tossed Waves (Forest of Hands and Teeth, Book 2)",Heart-Stopping Sequel,"Tuesday, May 1, 2012",Positive
The Deadly Tools of Ignorance,A deadly book of tedium,"Monday, April 30, 2012",Positive
The Death and Life of Great American Cities (Modern Library Series),Loved it!,"Tuesday, May 1, 2012",Positive
The Death of a Wombat,Everything likes a waddler,"Tuesday, May 1, 2012",Negative
The Decision Book: 50 Models for Strategic Thinking,decision?,"Tuesday, May 1, 2012",Negative
The Declaration,The Declaration,"Sunday, April 29, 2012",Positive
The Deep Zone: A Novel,More Than Just A Thriller,"Monday, April 30, 2012",Positive
The Defenders,Enjoying the Lawyers Series...,"Monday, April 30, 2012",Positive
The Defiant,Beautiful story..,"Tuesday, May 1, 2012",Positive
The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,"A ""must read"" for 20-somethings and their parents","Monday, April 30, 2012",Positive
The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,For all parents of college-age children,"Sunday, April 29, 2012",Positive
The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,Great Resource and Read - From a Psychotherapist,"Wednesday, May 2, 2012",Positive
The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,Not another self-help book,"Monday, April 30, 2012",Positive
The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,"Timely, savvy, and humane","Sunday, April 29, 2012",Positive
"The Definitive Illustrated History of the Torpedo Boat - Volume I, Overview (The Ship Killers)",Just don't !,"Wednesday, May 2, 2012",Positive
"The Definitive Illustrated History of the Torpedo Boat - Volume II, 1280 - 1899 (The Ship Killers)",A waste of time and money,"Wednesday, May 2, 2012",Positive
The Deg¸ello,Good historical read,"Sunday, April 29, 2012",Positive
The Dehydrator Bible: Includes over 400 Recipes,Beats searching the web for hours.,"Wednesday, May 2, 2012",Positive
The Delhi Walla Food+ Drink,Must-have for Delhi,"Monday, April 30, 2012",Positive
"The Delicate Balance: Weighing the Choices for a Marriage ""Made in Heaven"": Weighing the Choices for a Marriage ""Made in Heaven""",This is a must read if you dare!,"Tuesday, May 1, 2012",Positive
The Deliverer: Book One in the Marenon Chronicles,Great Story,"Wednesday, May 2, 2012",Positive
The Demi-Monde: Winter: A Novel (The Demi-Monde Saga),"Complex, but well worth the reading","Sunday, April 29, 2012",Positive
The Demi-Monde: Winter: A Novel (The Demi-Monde Saga),Not for me ...,"Tuesday, May 1, 2012",Positive
The Demon King (Seven Realms),Bland and soul-crushingly generic.,"Sunday, April 29, 2012",Positive
The Demon King and I,Fun Read-,"Wednesday, May 2, 2012",Positive
The Demon Kiss: Of Witches and Warlocks,My review on Demon Kiss,"Monday, April 30, 2012",Negative
The Demon Trapper's Daughter: A Demon Trappers Novel,The Demon Trapper's Daughter,"Thursday, May 3, 2012",Positive
The Descendants: A Novel (Random House Movie Tie-In Books),The Descendants,"Monday, April 30, 2012",Positive
The Descent To Compassion,Can't put it down,"Tuesday, May 1, 2012",Positive
The Destiny of Man,The book to read,"Wednesday, May 2, 2012",Positive
The Devil Colony (Sigma Force),Rollins does it again!,"Sunday, April 29, 2012",Positive
The Devil Stood Up,Some scary #}%^,"Sunday, April 29, 2012",Positive
The Devil Yearns for the Perfect Denver Omelet and Other Revelations,Extremely Enjoyable Absurdity,"Monday, April 30, 2012",Positive
The Devil in Pew Number Seven,I learned from this book,"Monday, April 30, 2012",Positive
The Devil's Concubine,Had Potential...,"Monday, April 30, 2012",Positive
The Devil's Domain (Sorrowful Mysteries of Brother Athelstan),"Sometimes dark, but always interesting","Tuesday, May 1, 2012",Positive
The Devil's Door (Inner Strength Series),Great!,"Wednesday, May 2, 2012",Positive
The Devil's Galley: The Angel and Demon Chronicles,A Wild Ride To Hell,"Monday, April 30, 2012",Positive
The Devil's Odds: A Mystery,"Milton T. Burton Ends a Remarkable Career on a Bloody High Note with His Historical Texas Noir, ""The Devil's Odds""","Wednesday, May 2, 2012",Negative
The Devil: A Jack Taylor Novel (Jack Taylor Series),"Can't Wait for the Next One, Be-Jaysus","Tuesday, May 1, 2012",Positive
The Dewey Decimal System of Love,Such a fun read!,"Wednesday, May 2, 2012",Positive
The Diabetes Carbohydrate and Fat Gram Guide,This book saved my life ...,"Wednesday, May 2, 2012",Positive
The Diabetes Miracle: 3 Simple Steps to Prevent and Control Diabetes and Regain Your Health . . . Permanently,Best Book on Diabetes Type II,"Tuesday, May 1, 2012",Positive
The Diabetes Miracle: 3 Simple Steps to Prevent and Control Diabetes and Regain Your Health . . . Permanently,Proven to be True,"Tuesday, May 1, 2012",Positive
The Diamond Dakota Mystery,The Diamond Dakota - A great read,"Monday, April 30, 2012",Positive
The Difference Between Democrats and Republicans: Introduction to Voting in America,Detailed and Comprehensive Analysis,"Monday, April 30, 2012",Positive
The Difference Between Democrats and Republicans: Introduction to Voting in America,Easy read - hits the bulls-eye.,"Monday, April 30, 2012",Positive
The Difference Between Democrats and Republicans: Introduction to Voting in America,Perfect gag gift for that annoying political friend,"Tuesday, May 1, 2012",Positive
The Difference Between Democrats and Republicans: Introduction to Voting in America,The-Difference-Between-Democrats-Republicans,"Tuesday, May 1, 2012",Positive
The Difference Between Soccer and Football,Cute story,"Monday, April 30, 2012",Positive
The Difference Between You and Me,Coming to terms with teenage angst,"Sunday, April 29, 2012",Positive
"The Digital Photography Book, Part 4",A Little Disappointing,"Wednesday, May 2, 2012",Positive
The Disappearance of Georgiana Darcy: A Pride and Prejudice Mystery (Pride & Prejudice Mysteries),Magical Mystery Tour in the Scottish Countryside,"Monday, April 30, 2012",Positive
"The Disappearance of the Universe: Straight Talk about Illusions, Past Lives, Religion, Sex, Politics, and the Miracles of Forgiveness",Finally! Spirituality That Makes Sense In A Fun To Read Format,"Monday, April 30, 2012",Positive
The Disharmonic Misadventures Of David Stein,"Music, Magic, And A Mime","Tuesday, May 1, 2012",Positive
"The Dissertation Journey: A Practical and Comprehensive Guide to Planning, Writing, and Defending Your Dissertation",Must read for doc students,"Tuesday, May 1, 2012",Positive
The Distant Lover,Distant Indeed,"Sunday, April 29, 2012",Positive
The Distant Shore (Stone Trilogy),Beautifully written romantic story,"Sunday, April 29, 2012",Positive
The Disunited States of America (Crosstime Traffic),A bit of a disunited plot,"Monday, April 30, 2012",Positive
The Divine Arsonist: A Tale of Awakening,Follow the gong in your heart and re-ignite the spark of life!,"Wednesday, May 2, 2012",Positive
